"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"SYNGENTA SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"DIAMINES AND CHEMICALS LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.062
"SUZUKI MOTOR GUJARAT PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.176
"LANXESS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.157
"AKASHGANGA CONSTRUCTIONAL MACHINESPRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1015
"CLARO ENERGY PRIVATE LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0498787
"GE OIL & GAS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.36
"EICHER MOTORS LIMITED","FY 2019-20",Non-PSU,"Jammu and Kashmir","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.636
"TATA CUMMINS PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1140373
"ZF WIND POWER COIMBATORE PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.128
"ZF WIND POWER COIMBATORE PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.123
"CUMMINS TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.3
"CUMMINS INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.3025371
"Kalpataru Gardens Private Limited","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.52635
"Kalpataru Limited","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0055
"ASSET RECONSTRUCTION COMPANY (INDIA) LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.041
"SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.212
"SUDARSHAN CHEMICAL INDUSTRIES LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1771936
"GALAXY SIVTEK PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0576595
"TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.55
"AGRILINK ASIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"SIGNALS AND SYSTEMS (INDIA) PRIVATELIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.073278
"NTT DATA GLOBAL DELIVERY SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2013
"QUANTUM ADVISORS PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0966605
"HETERO LABS LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.043
"MANGALORE REFINERY AND PETROCHEMICALS LIMITED","FY 2019-20",PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.006
"GREENKO RAYALA WIND POWER PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2386
"PERLA HYDRO POWER PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"AMR POWER PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"RADICO KHAITAN LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.6098549
"SUDHAKAR POLYMERS PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002875
"KENT R O SYSTEMS LIMITED.","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Star Agriwarehousing And Collateral Mana Gement Limited","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0193
"TATA TECHNOLOGIES LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.63
"JSW STEEL COATED PRODUCTS LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.14
"CNH INDUSTRIAL (INDIA) PRIVATE LIMITED   ","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.693
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(INDIA) PRIVATE LIMITED  ","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.015
"SHANTHI GEARS LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.36
"KENT R O SYSTEMS LIMITED.","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.085
"NEDSPICE PROCESSING INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0998778
"MESSER CUTTING SYSTEMS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.004425
"National Fertilizers Limited","FY 2019-20",PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1562
"THE BOSTON CONSULTING GROUP (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.06
"MITSUBISHI HEAVY INDUSTRIES-VST DIESEL ENGINES PRIVATE LIMIT","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1201472
"TAEGUTEC INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0032284
"SIDDHARTH GREASE & LUBES PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.025
"TRIVENI TURBINE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.6
"KIOCL LIMITED","FY 2019-20",PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"AMR POWER PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0735
"LUBRIZOL ADVANCED MATERIALS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.042
"GUJARAT GUARDIAN LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"DELHI DUTY FREE SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"MPHASIS LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.02
"CONTAINER CORPORATION OF INDIA LIMITED","FY 2019-20",PSU,Bihar,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.275
"C R I PUMPS PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02125
"MPHASIS LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.43
"CONTAINER CORPORATION OF INDIA LIMITED","FY 2019-20",PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5
"SVF ENTERTAINMENT PRIVATE LIMITED","FY 2019-20",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"CONTAINER CORPORATION OF INDIA LIMITED","FY 2019-20",PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5
"CONTAINER CORPORATION OF INDIA LIMITED","FY 2019-20",PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"TRAVELEX INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.0
"HETERO DRUGS LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.109
"LUBRIZOL ADVANCED MATERIALS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.055
"LUBRIZOL ADVANCED MATERIALS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.074865
"INDIAN OILTANKING LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.006
"RBS SERVICES INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"ESCORTS LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5
"BOFA SECURITIES INDIA LIMITED","FY 2019-20",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.32
"GADRE MARINE EXPORT PVT LTD","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0075
"GADRE MARINE EXPORT PVT LTD","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00025372
"GADRE MARINE EXPORT PVT LTD","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00117157
"ADIDAS INDIA MARKETING PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.5
"CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1368
"PATRA INDIA BPO SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0085
"CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.075
"CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"GODREJ REDEVELOPERS (MUMBAI) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.16
"SUNGARD AVAILABILITY SERVICES (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00165
"MAHINDRA AND MAHINDRA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.41
"MINDTREE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07
"CENTRAL MINE PLANNING & DESIGN INSTITUTE  LIMITED","FY 2019-20",PSU,Jharkhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0645
"STARION INDIA PVT. LTD.","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"MARICO LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.8
"VOLVO GROUP INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.165
"TCS E-SERVE INTERNATIONAL LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2
"ITW CONSULTING PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"ACRYSIL LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.013
"NSE CLEARING LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.06
"NATIONAL STOCK EXCHANGE OF INDIA LTD.","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4
"CAPRI GLOBAL CAPITAL LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.155634206
"ARISTA NETWORKS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRI","FY 2019-20",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.446
"KISCO CASTINGS (INDIA) LIMITED","FY 2019-20",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"SBI GENERAL INSURANCE COMPANY LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.6
"AUTOMOTIVE AXLES LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.104
"MERITOR HVS (INDIA) LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.647
"MAHINDRA INTERTRADE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"HINDUSTAN PETROLEUM CORPORATION LIMITED","FY 2019-20",PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",27.22
"CHENNAI PETROLEUM CORPORATION LIMITED","FY 2019-20",PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.7887
"USV PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.644
"D.B. CORP LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.19
"VST INDUSTRIES LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5296
"BHARAT FORGE LTD","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.072
"TECHNIP INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"MOJO NETWORKS PRIVATE LIMITED   ","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0143
"Srijan Realty Private Limited","FY 2019-20",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.004
"KANYAKA PARAMESHWARI ENGINEERING LTD","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00482
"KAMAT HOTELS (INDIA) LTD","FY 2019-20",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0014
"MSL DRIVELINE SYSTEMS LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.063
"CHEM-TREND CHEMICALS COMPANY PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0572884
